"TIME","GEO","CITIZEN","ISCED11","AGE","UNIT","SEX","Value"
"2019","ES1","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","58.3"
"2019","ES1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","79.4"
"2019","ES1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.8"
"2019","ES1","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","77.5"
"2019","ES11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","57.6"
"2019","ES11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","63.8"
"2019","ES11","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.4"
"2019","ES11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","65.2"
"2019","ES11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","70.0"
"2019","ES11","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","60.3"
"2019","ES11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","80.5"
"2019","ES11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","82.5"
"2019","ES11","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","78.9"
"2019","ES12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","48.9"
"2019","ES12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","54.6"
"2019","ES12","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","42.1"
"2019","ES12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","57.1"
"2019","ES12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","62.0"
"2019","ES12","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","52.9"
"2019","ES12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","77.1"
"2019","ES12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","79.0"
"2019","ES12","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.3"
"2019","ES13","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","58.0"
"2019","ES13","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","67.7"
"2019","ES13","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","46.1"
"2019","ES13","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","65.5"
"2019","ES13","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","71.2"
"2019","ES13","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","59.6"
"2019","ES13","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","79.1"
"2019","ES13","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","83.6"
"2019","ES13","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","75.4"
"2019","ES2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","61.4"
"2019","ES2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","68.6"
"2019","ES2","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","52.8"
"2019","ES2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","68.1"
"2019","ES2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","74.9"
"2019","ES2","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","61.2"
"2019","ES2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.7"
"2019","ES2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.2"
"2019","ES2","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.6"
"2019","ES21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","56.9"
"2019","ES21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","61.6"
"2019","ES21","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","51.5"
"2019","ES21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","64.8"
"2019","ES21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","70.4"
"2019","ES21","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","59.4"
"2019","ES21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","84.3"
"2019","ES21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.9"
"2019","ES21","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","82.0"
"2019","ES22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","62.3"
"2019","ES22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","71.4"
"2019","ES22","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","50.9"
"2019","ES22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","70.8"
"2019","ES22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","77.1"
"2019","ES22","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","63.8"
"2019","ES22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.4"
"2019","ES22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","84.7"
"2019","ES22","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.5"
"2019","ES23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","68.6"
"2019","ES23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","76.2"
"2019","ES23","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","58.0"
"2019","ES23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","70.2"
"2019","ES23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","75.9"
"2019","ES23","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","65.4"
"2019","ES23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","81.8"
"2019","ES23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","81.6"
"2019","ES23","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","82.0"
"2019","ES24","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.1"
"2019","ES24","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","74.3"
"2019","ES24","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","54.1"
"2019","ES24","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","70.8"
"2019","ES24","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","79.5"
"2019","ES24","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","61.5"
"2019","ES24","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","83.7"
"2019","ES24","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","86.4"
"2019","ES24","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","81.4"
"2019","ES3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.7"
"2019","ES3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.1"
"2019","ES3","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","57.7"
"2019","ES3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","67.4"
"2019","ES3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","72.8"
"2019","ES3","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","62.3"
"2019","ES3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.7"
"2019","ES3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","85.6"
"2019","ES3","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.2"
"2019","ES30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Total","65.7"
"2019","ES30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Males","73.1"
"2019","ES30","Total","Less than primary, primary and lower secondary education (levels 0-2)","From 20 to 64 years","Percentage","Females","57.7"
"2019","ES30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Total","67.4"
"2019","ES30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Males","72.8"
"2019","ES30","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 20 to 64 years","Percentage","Females","62.3"
"2019","ES30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Total","82.7"
"2019","ES30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Males","85.6"
"2019","ES30","Total","Tertiary education (levels 5-8)","From 20 to 64 years","Percentage","Females","80.2"
