"TIME","GEO","UNIT","NACE_R2","INDIC_SE","Value","Flag and Footnotes"
"2009","United States","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2009","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":",""
"2009","United States","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2010","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.7",""
"2010","Belgium","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","50.9",""
"2010","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","44.7",""
"2010","Belgium","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","51.4",""
"2010","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","35.8",""
"2010","Bulgaria","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings","49.9",""
"2010","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","36.3",""
"2010","Bulgaria","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings","54.4",""
"2010","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings","33.3",""
"2010","Czechia","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2010","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings","33.3",""
"2010","Czechia","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":",""
"2010","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2010","Denmark","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2010","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2010","Denmark","Percentage","Business economy","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the mean gross monthly earnings",":","z"
"2010","Germany (until 1990 former territory of the FRG)","Percentage","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","Monthly minimum wage as a proportion of the median gross monthly earnings",":","z"
